Epoch,Ep_Reward,Ep_Adv_Reward
0.0,0.936840424487082,-1.099943536147489
1.0,0.5915121146775503,-0.5642088741244586
2.0,-0.6907273254126318,-1.3601863610580969
3.0,1.5010587727812013,-1.352139124851464
4.0,2.0018114309438104,-2.5069722374294323
5.0,-1.6784877312811641,-1.0987459813987495
6.0,0.13924900609122637,-0.15885395214392736
7.0,-0.3294972348004013,-0.9181582911680338
8.0,1.3316032010940813,-2.2271783013027675
9.0,1.5094426888910948,-1.3132896564782013
10.0,-0.5639882249378392,-1.4323688704061397
11.0,0.38317328345526525,-1.4464378895208028
12.0,-0.7243484337837116,-1.7807931726470878
13.0,0.024417823103180414,-1.228768074448884
14.0,0.37257611067950624,-0.8865381727782422
15.0,0.450252516587355,-1.2714076959813312
16.0,1.1041043149668512,-0.7601219204497538
17.0,0.7173629552647447,-2.461046621233713
18.0,0.5350402752731727,-0.8443424607295391
19.0,1.8286198099051862,-1.4968867474416054
20.0,0.05961073210799883,-2.2260157370105977
21.0,-0.9445790722980839,-0.06922908307439356
22.0,0.5455299283398947,-1.154102031928203
23.0,0.9668329975689149,-1.107208856354371
24.0,1.7173565265916126,-3.561390166498593
25.0,1.010932843787886,-1.1285001146336642
26.0,0.13580554931117117,-3.4550401497198875
27.0,-0.15101675085082622,-0.22044130579415
28.0,1.4782294438314412,-1.716114651626595
29.0,3.163056004842774,-2.755795459517123
30.0,-0.39495189371631234,-1.0778507499734133
31.0,0.3850851972757281,-0.5883506719437448
32.0,-0.5997994085708211,-1.3552166034959956
33.0,-0.8496179347372423,-0.09095003723465794
34.0,0.27971025387647486,-0.938288723599825
35.0,-0.49168902529073377,-0.28320448373224966
36.0,-1.6996587770662064,-0.320431569751858
37.0,-0.03579127901350443,-0.49421306422645556
38.0,-0.12687561539624426,-1.0976429854073917
39.0,1.1129591975519468,-3.73917412820486
40.0,1.3496770808385894,-1.2618819042393699
41.0,-0.3776783320448236,-2.521733668715298
42.0,0.7560159865665419,-2.3594701926004746
